,OPERATION NAME,ZIPCODE,VENDOR TYPE,LATITUDE,LONGITUDE
1369,"SMILE DELI GROCERY, LTD",10033,GROCERY SUPERMARKET,40.85061999,-73.937761
1370,EL MANANTIAL GROCERY STORE INC,10033,GROCERY SUPERMARKET,40.84411002,-73.93590399
1371,KINGS DELI INC.,10033,GROCERY SUPERMARKET,40.84756001,-73.93339503
1372,207 FOOD CORP,10034,GROCERY SUPERMARKET,40.86553999,-73.92002397
1373,LABODEGA INC,10034,GROCERY SUPERMARKET,40.86514,-73.92457802
1374,85 DELI MINI MARKET CORP,10034,DELICATESSEN,40.86873002,-73.91752298
1375,129 POST GROCERY STORE,10034,CONVENIENCE STORE,40.86456002,-73.91966397
1376,BROADWAY SMOKE INC.,10034,TOBACCO RETAIL,40.86635999,-73.92539199
1377,SPEEDWAY LLC,10034,CONVENIENCE/GAS,40.86424,-73.91744896
1378,CLOISTERS DELI  INC,10034,GROCERY SUPERMARKET,40.86668001,-73.92998703
1379,3867 INC,10034,CONVENIENCE STORE,40.86422001,-73.91887699
1380,SRM FUEL CORP,10034,GAS STATION,40.86612999,-73.91820501
1381,BROADWAY FAMOUS DELI CORP.,10034,GROCERY SUPERMARKET,40.86707002,-73.923424
1382,MY DELI GROCERY INC.,10034,GROCERY SUPERMARKET,40.86658999,-73.92535796
1383,INWOOD CONVENIENCE STORE INC.,10034,GROCERY SUPERMARKET,40.86819999,-73.92173002
1384,CAVE CIGAR CORP,10034,TOBACCO RETAIL,40.86512999,-73.924617
1385,132 VERMILYEA DELI & GROCERY CORP,10034,GROCERY SUPERMARKET,40.86671999,-73.92105704
1386,COMPANION DELI AND GROCERY INC,10034,GROCERY SUPERMARKET,40.86791999,-73.92154503
1387,INWOOD GOURMET DELI CORP,10034,GROCERY SUPERMARKET,40.86532001,-73.92409498
1388,WILLIAM VARAS BODEGA CORP,10034,CONVENIENCE STORE,40.86665,-73.92835399
1389,LAST STOP CONVENIENCE CORP.,10034,CONVENIENCE STORE,40.86832999,-73.919511
1390,JOSEPH'S FOOD CORP,10034,GROCERY SUPERMARKET,40.86333002,-73.92051699
1391,MARLENE GROCERY CORP,10034,GROCERY SUPERMARKET,40.86666002,-73.91810996
1392,R.J. DELI GROCERY CORP,10034,GROCERY SUPERMARKET,40.86845002,-73.92151704
1393,MY SWEET DELI MARKET CORP.,10034,CONVENIENCE STORE,40.86489999,-73.92194996
1394,NAGLE FUEL CORP,10034,GAS STATION,40.86300999,-73.92024299
1395,207 INC. I,10034,TOBACCO RETAIL,40.86751141,-73.9214975
1396,INWOOD PARK GROCERY CORP,10034,GROCERY SUPERMARKET,40.86819999,-73.92173002
1397,BROADWAY NEWS STAND,10034,GROCERY SUPERMARKET,40.86575,-73.92709201
1398,INWOOD GROCERY CORP.,10034,GROCERY SUPERMARKET,40.87128,-73.91466198
1399,1663 PARK AVE MINI MARKET CORP,10035,GROCERY SUPERMARKET,40.80005,-73.94238596
1400,JAM'S GROCERY & VARIETY STORE INC.,10035,GROCERY SUPERMARKET,40.79796001,-73.93685299
1401,2258 FOOD CORP,10035,GROCERY SUPERMARKET,40.80233,-73.93703303
1402,GOURMET DELI UNITED INC.,10035,GROCERY SUPERMARKET,40.80226001,-73.94505996
1403,ACCEDE INC,10035,GROCERY SUPERMARKET,40.80323998,-73.93378001
1404,LA FORTALEZA CANDY & GROCERY INC,10035,CONVENIENCE STORE,40.79886002,-73.941285
1405,"BETHANCOURT GROCERY STORE, INC",10035,GROCERY SUPERMARKET,40.79996999,-73.93598898
1406,T S M 2ND AVE GOURMET INC,10035,CONVENIENCE STORE,40.79896999,-73.93670798
1407,1901 LEXINGTON DELI GROCERY INC,10035,GROCERY SUPERMARKET,40.80006002,-73.94040499
1408,HARLEM FINEST DELI INC.,10035,CONVENIENCE STORE,40.80638001,-73.94039501
1409,UPTOWN SERVICE STATION CORP,10035,GAS STATION,40.79801001,-73.93346703
1410,HEALTH FOOD GOURMET DELI INC,10035,DELICATESSEN,40.79847999,-73.93381999
1411,BOB'S DELI AND GROCERY INC,10035,GROCERY SUPERMARKET,40.80531002,-73.937819
1412,LATIN ISLAND INC,10035,OTHER,40.79732999,-73.93421503
1413,1933 DELI GROCERY CORP,10035,CONVENIENCE STORE,40.80509,-73.94093799
1414,SANAA CONVENIENCE CORP,10035,GROCERY SUPERMARKET,40.80185999,-73.93444897
1415,A & J GROCERY AND TOBACCO CORP,10035,GROCERY SUPERMARKET,40.80292998,-73.93864596
1416,MOJAJA MINTO,10035,OTHER,40.80438005,-73.93740988
1417,SANAD GOURMET DELI CORP,10035,GROCERY SUPERMARKET,40.80781998,-73.93934702
1418,251 LA BODEGUITA GROCERY CORP,10035,CONVENIENCE STORE,40.79942199,-73.936625
1419,HARLEM HEALTH FOOD GOURMET DELI INC,10035,GROCERY SUPERMARKET,40.79855002,-73.93377398
1420,AL MUKHTAR DELI GROCERY CORP,10035,GROCERY SUPERMARKET,40.80338381,-73.93821772
1421,128 GOURMET DELI AND GROCERY INC,10035,OTHER,40.80664999,-73.937129
1422,EAST 119 GROCERY AND CANDY CORP.,10035,GROCERY SUPERMARKET,40.79770001,-73.93394597
1423,132 NEW DELI & GROCERY INC,10035,GROCERY SUPERMARKET,40.80431002,-73.93768497
1424,H & A CANDY GROCERY 1 CORP.,10035,CONVENIENCE STORE,40.80115,-73.93744902
1425,128 GOURMET DELI CORP,10035,GROCERY SUPERMARKET,40.80664999,-73.937129
1426,MIA DELI GROCERY CORP,10035,GROCERY SUPERMARKET,40.80481,-73.936927
1427,"117 LEXINGTON, INC",10035,GROCERY SUPERMARKET,40.79916998,-73.94139698
1428,FIRST AVE & 117TH ST INC,10035,CONVENIENCE STORE,40.79678001,-73.93444503
1429,CD WEST HARLEM DELI CORP.,10035,GROCERY SUPERMARKET,40.80705999,-73.94202303
1430,M & K CANDY AND GROCERY CORP,10035,GROCERY SUPERMARKET,40.79998001,-73.93581698
1431,PLEASANT FINEST DELI CORP,10035,DELICATESSEN,40.79750999,-73.93159401
1432,"SHOHATEE, ALI A.",10035,GROCERY SUPERMARKET,40.79627999,-73.93497703
1433,NATURAL FOOD DELI INC,10035,GROCERY SUPERMARKET,40.79970999,-73.93851101
1434,MARIH DELI GROCERY INC.,10035,GROCERY SUPERMARKET,40.80072998,-73.93542597
1435,1910 DELI GROCERY CORP,10035,GROCERY SUPERMARKET,40.80006002,-73.94040499
1436,OLEO DELI FOOD CORP,10035,GROCERY SUPERMARKET,40.80730999,-73.93769201
1437,BASAM GROCERY INC,10035,GROCERY SUPERMARKET,40.80072998,-73.93542597
1438,"MOHAMED, TAWFIK SALEH",10035,GROCERY SUPERMARKET,40.79706998,-73.93484401
1439,FERNANDEZ CIGAR LOUNGE LLC,10035,CONVENIENCE STORE,40.80169,-73.93483999
1440,315 FINEST FOOD AND DELI CORP,10035,GROCERY SUPERMARKET,40.79568999,-73.93290997
1441,OCEAN DELI CORP,10035,GROCERY SUPERMARKET,40.80213999,-73.93924803
1442,CD EAST HARLEM DELI CORP,10035,GROCERY SUPERMARKET,40.80075999,-73.93531097
1443,"TAINO SUNRISE, CORP.",10035,GROCERY SUPERMARKET,40.80188002,-73.936913
1444,125TH FOOD INC,10035,GROCERY SUPERMARKET,40.80259001,-73.93391404
1445,2058 GROCERY CORP,10035,GROCERY SUPERMARKET,40.80413999,-73.93776402
1446,PRINCE DELI GROCERY CORP,10035,GROCERY SUPERMARKET,40.80200001,-73.94526104
1447,HEALTHY CHOICE GOURMET INC.,10035,CONVENIENCE STORE,40.80040827,-73.94461953
1448,1938 MADISON INC.,10035,GROCERY SUPERMARKET,40.80538001,-73.94109004
1449,SMQ CANDY GROCERY CORP,10035,GROCERY SUPERMARKET,40.80205001,-73.93894997
1450,"FADAH, A ABDO",10035,GROCERY SUPERMARKET,40.79909285,-73.94135565
1451,180 MARKETPLACE INC,10036,GROCERY SUPERMARKET,40.77846999,-73.98828703
1452,270 MARKET  INC,10036,GROCERY SUPERMARKET,40.76023001,-73.98732696
1453,LAZARO GROCERY STORE CORP,10036,GROCERY SUPERMARKET,40.76113002,-73.99044604
1454,GRACE FARMS INC,10036,OTHER,40.75496001,-73.98207
1455,"KACHALIA, VARSHA",10036,STAND,40.76011002,-73.98481994
1456,CLINTON FRUIT MARKET INC,10036,GROCERY SUPERMARKET,40.76156998,-73.99056397
1457,"COFFIELD, INC.",10036,GROCERY SUPERMARKET,40.75680998,-73.98114497
1458,WEST 44TH STREET NEWSSTAND LLC,10036,STAND,40.75854005,-73.98882992
1459,"PARVIN, JASMIN",10036,STAND,40.75504006,-73.98662992
1460,TIME SQUARE NEWS AND TOBACCO CORP,10036,GROCERY SUPERMARKET,40.75813998,-73.992338
1461,PARIKH SHALESH,10036,STAND,40.75803005,-73.98176993
1462,"PATEL, MADHUBEN",10036,STAND,40.75739005,-73.98224988
1463,SHRI MAHAVALLABH CORP,10036,OTHER,40.75872998,-73.98846497
1464,"47 ROCKEFELLER, INC.",10036,CONVENIENCE STORE,40.75778999,-73.98173003
1465,NYC SMOKE SHOP & GROCERY CORP.,10036,GROCERY SUPERMARKET,40.73287001,-73.99135296
1466,10TH AVENUE DELI AND GROCERY CORP,10036,GROCERY SUPERMARKET,40.76046998,-73.99508701
1467,N C M NEWSSTAND,10036,STAND,40.75732006,-73.98595987
1468,MORNING STAR NEWS CORP,10036,CONVENIENCE STORE,40.75934999,-73.99298601
1469,JUN 0709 INC.,10036,GROCERY SUPERMARKET,40.76077999,-73.99881897
1470,D & Y  46 CORP,10036,GROCERY SUPERMARKET,40.75806002,-73.98414402
1471,AVENUE NEWSSTAND LLC,10036,STAND,40.75849326,-73.98150505
1472,681 TIMES SQURE FOOD CORP,10036,GROCERY SUPERMARKET,40.75806999,-73.989405
1473,350-42 FRUIT & VEGETABLE CORP,10036,CONVENIENCE STORE,40.75803998,-73.99213398
1474,MARUTI 943 INC,10036,GROCERY SUPERMARKET,40.75926001,-73.99224002
1475,A TO Z ON 8TH INC,10036,GROCERY SUPERMARKET,40.75908692,-73.98851096
1476,TIME NEWSSTAND LLC,10036,GROCERY SUPERMARKET,40.75952999,-73.987089
1477,FREEDOM NEWS I INC,10036,STAND,40.76077999,-73.99881897
1478,"RHEEM, YHANG T.",10036,GROCERY SUPERMARKET,40.75669004,-73.98641996
1479,"PATEL, RAMAN J.",10036,GROCERY SUPERMARKET,40.75584219,-73.98344582
1480,SOO HENRY,10036,CONVENIENCE STORE,40.75951952,-73.98922761
1481,THE 43RD DELI CORP,10036,DELICATESSEN,40.76044999,-73.99464797
1482,NNP NESSTAND LLC,10036,STAND,40.75408,-73.981912
1483,HEALTHY MARKET CORP,10036,GROCERY SUPERMARKET,40.76138001,-73.99397499
1484,"PATEL, JYOTINDRA A",10036,STAND,40.75803005,-73.98176993
1485,"DAS, SUKANTA",10036,TOBACCO RETAIL,40.75877001,-73.99293203
1486,330 NEWSTAND INC,10036,GROCERY SUPERMARKET,40.75775001,-73.99142898
1487,ELEVEN AVE DELI CORP DBA SUNRISE MARKETPLACE,10036,GROCERY SUPERMARKET,40.76277002,-73.99666298
1488,R&A FOOD INC.,10036,CONVENIENCE STORE,40.75823811,-73.99201743
1489,METRO LOBBY NEWSSTAND VII INC.,10036,GROCERY SUPERMARKET,40.76021002,-73.985334
1490,"HAJOVSKY, MICHAEL",10036,GROCERY SUPERMARKET,40.75869004,-73.98532989
1491,WESTSIDE DELI GROCERY INC,10036,GROCERY SUPERMARKET,40.76038,-73.99099103
1492,"AHMED, SYED ASAD & AHMAD, SALMA",10036,CONVENIENCE STORE,40.76064998,-73.99741601
1493,166 W 46 STREET LLC,10036,CONVENIENCE STORE,40.75827384,-73.98452025
1494,TIMES SQUARE MEMORIES LLC.,10036,GROCERY SUPERMARKET,40.75816999,-73.98933099
1495,111 WEST 45TH ST,10036,DELICATESSEN,40.75713,-73.98331899
1496,"JASANI, MUNIRA",10036,GROCERY SUPERMARKET,40.75739005,-73.98224988
1497,TRAVEL TRADERS HOTEL STORES INC,10036,CONVENIENCE STORE,40.75841,-73.98559803
1498,"SIDDIKI, MOHAMMAD R.A.",10036,STAND,40.75658002,-73.99026993
1499,"SHISHA DELI, INC.",10036,GROCERY SUPERMARKET,40.76026002,-73.991518
1500,SUNSET FOOD CORP,10036,GROCERY SUPERMARKET,40.76297001,-73.99325104
1501,CLINTON GOURMET CORP,10036,GROCERY SUPERMARKET,40.76192001,-73.99357601
1502,LITTLE HEE'S CORP.,10036,GROCERY SUPERMARKET,40.7574912,-73.9865492
1503,WEST 44 CANDY STORE CORP,10036,GROCERY SUPERMARKET,40.75954001,-73.99149797
1504,"DESAI, JAYESH & SUREN, KASHYAP",10036,GROCERY SUPERMARKET,40.75481999,-73.98173397
1505,THE CAVE SMOKE SHOP OF 10TH AVE CORP.,10036,GROCERY SUPERMARKET,40.76282999,-73.99346503
1506,TIMES SQUARE FOOD COURT L.L.C.,10036,CONVENIENCE STORE,40.75970002,-73.98360397
1507,SMOKE N VAPE SCENE CORP,10036,GROCERY SUPERMARKET,40.76044002,-73.99094401
1508,EL PATIO DELI CORP,10037,CONVENIENCE STORE,40.80968001,-73.93794699
1509,GOLDEN DELI-GROCERY CORP,10037,DELICATESSEN,40.81262,-73.93795202
1510,GREENLAND DELI GROCERY CORP.,10037,GROCERY SUPERMARKET,40.81145302,-73.94263702
1511,SMS GROCERY & CELLPHONES INC.,10037,GROCERY SUPERMARKET,40.81359242,-73.94106847
1512,LENOX 551 DELI GROCERY CORP,10037,GROCERY SUPERMARKET,40.81595699,-73.93966692
1513,STEP #1 DELI GROCERY INC,10037,GROCERY SUPERMARKET,40.81988681,-73.93681343
1514,FIFTH AVENUE GOURMET DELI INC,10037,DELICATESSEN,40.81490001,-73.93578102
1515,2082 MADISON FOOD CORP,10037,CONVENIENCE STORE,40.80968001,-73.93794699
1516,SADAM M SAAD,10037,GROCERY SUPERMARKET,40.81932813,-73.93721312
1517,MO DELI & GRILL CORP,10037,GROCERY SUPERMARKET,40.81932813,-73.93721312
1518,LINCOLN DELI GROCERY INC I,10037,CONVENIENCE STORE,40.80994999,-73.93723797
1519,2142 A J FOOD CORP,10037,GROCERY SUPERMARKET,40.81044,-73.93955297
1520,"MOHSIN, MOHAMED A",10037,GROCERY SUPERMARKET,40.81490001,-73.93578102
1521,20 EAST STAR DELI GROCERY CORP,10037,GROCERY SUPERMARKET,40.81017002,-73.93775203
1522,ONE WAY DELI CORP,10037,GROCERY SUPERMARKET,40.81790519,-73.93824611
1523,MOCHA DELI GROCERY CORP,10037,GROCERY SUPERMARKET,40.81062,-73.93881402
1524,NEW YORK STAR DELI INC,10037,CONVENIENCE STORE,40.81017002,-73.93775203
1525,561 STRAIGHT DELI GROCCRY INC,10037,GROCERY SUPERMARKET,40.81636415,-73.9393722
1526,BEST OF HARLEM CORP,10037,GROCERY SUPERMARKET,40.81738724,-73.93862238
1527,EXPRESS CONVENIENCE STORE INC.,10037,GROCERY SUPERMARKET,40.81508185,-73.94029995
1528,WINSOME DELI INC.,10037,GROCERY SUPERMARKET,40.81333322,-73.94126653
1529,477 FOOD CORP,10037,GROCERY SUPERMARKET,40.81337679,-73.94154681
1530,537 DELI & GROCERY INC.,10037,GROCERY SUPERMARKET,40.81550583,-73.93998577
1531,"PICARIELLO, LEONARD",10038,STAND,40.70910002,-74.00549994
1532,CHOITHRAMS INC.,10038,GROCERY SUPERMARKET,40.71083308,-74.00715197
1533,BK NEWS STAND INC,10038,GROCERY SUPERMARKET,40.70820999,-74.00766699
1534,NK NEWSSTAND INC.,10038,STAND,40.70658,-74.00641499
1535,111 FULTON ST. RETAIL CORP.,10038,GROCERY SUPERMARKET,40.70966999,-74.00645799
1536,NEW JUBILEE NEW 11 INC,10038,CONVENIENCE/GAS,40.70943999,-74.00665798
1537,SHUN LE INC,10038,GROCERY SUPERMARKET,40.71185,-73.99676398
1538,PACE CONVENIENCE INC,10038,BAR/LOUNGE,40.70988,-74.00906501
1539,"JAMES MARKET, INC.",10038,GROCERY SUPERMARKET,40.71252001,-73.99877002
1540,"GALABYA, RAJ K.",10038,STAND,40.70874002,-74.00830201
1541,MARCUS GROUP INC,10038,CONVENIENCE STORE,40.71053999,-74.00915998
1542,"JORDIS PLACE, CORP.",10038,GROCERY SUPERMARKET,40.71171002,-73.99672903
1543,A&S GROCERY NY CORP.,10038,GROCERY SUPERMARKET,40.8205,-73.93680001
1544,GAZAL INC.,10038,CONVENIENCE STORE,40.70769002,-74.005655
1545,NASSAU GROCERY INC,10038,GROCERY SUPERMARKET,40.70925002,-74.00879704
1546,64 FULTON ST. FOOD CORP,10038,GROCERY SUPERMARKET,40.70881998,-74.00531
1547,SOHO GROCERY GRILL CORP,10038,GROCERY SUPERMARKET,40.71201001,-73.99880598
1548,JAMEEL & HAMID NEWS,10038,GROCERY SUPERMARKET,40.71135002,-73.99981902
1549,53 MADISON FOOD CORP.,10038,GROCERY SUPERMARKET,40.71204999,-73.99811296
1550,99 JOHN'S MARKET PLACE INC,10038,GROCERY SUPERMARKET,40.70812001,-74.006216
1551,199 WATER NEWSSTAND INC,10038,GROCERY SUPERMARKET,40.70705002,-74.00439897
1552,LGRC CORP,10038,GROCERY SUPERMARKET,40.70728999,-74.00517597
1553,"PATEL, JATIN B.",10038,CONVENIENCE STORE,40.70938002,-74.00909904
1554,A1 CONVENIENCE (NY) INC.,10038,STAND,40.71185357,-74.00534993
1555,ST JAMES CONVENIENCE & STATIONARY INC,10038,CONVENIENCE STORE,40.71135002,-73.99981902
1556,MILLENNIUM SMOKE SHOP INC.,10038,GROCERY SUPERMARKET,40.70907001,-74.00904196
1557,"OZA, DHIREN P",10038,GROCERY SUPERMARKET,40.70661998,-74.00563103
1558,QUICKPICK NEWS & CIGAR INC,10038,CONVENIENCE STORE,40.70948002,-74.00821701
1559,110 WILLIAM STATIONARY INC,10038,STATIONERY STORE,40.70874999,-74.00711597
1560,7 ELEVEN INC,10038,CONVENIENCE STORE,40.70769002,-74.005655
1561,S & J TOMATO INC,10038,GROCERY SUPERMARKET,40.71045001,-74.00839999
1562,NAMDOR INC,10038,GROCERY SUPERMARKET,40.70702999,-74.00736499
1563,"PATEL, MONALI",10038,GROCERY SUPERMARKET,40.70681,-74.00536004
1564,LUCKY MADISON CANDY SHOP INC.,10038,GROCERY SUPERMARKET,40.71203901,-73.998507
1565,STEP # 1 DELI GROCERY INC,10039,DELICATESSEN,40.82005999,-73.93683597
1566,WEST 153 FOOD CENTER INC,10039,GROCERY SUPERMARKET,40.82767001,-73.93817498
1567,NEW TRUE BLUE DELI GROCERY CORP,10039,CONVENIENCE STORE,40.82374199,-73.94166696
1568,2594 COMMUNITY MARKET CORP,10039,GROCERY SUPERMARKET,40.82481002,-73.93709204
1569,HARLEM RIVER MINI MART & DELI CORP,10039,DELICATESSEN,40.82585606,-73.93924533
1570,701 DELI INC,10039,DELICATESSEN,40.82055742,-73.93632191
1571,DAVID'S DELI & GRILL LLC,10039,GROCERY SUPERMARKET,40.82362,-73.94419696
1572,JUANCHI DELI GROCERY CORP.,10039,GROCERY SUPERMARKET,40.82251284,-73.93826748
1573,MOE GOURMET DELI CORP.,10039,CONVENIENCE STORE,40.82867001,-73.93788203
1574,8TH AVENUE FOOD CENTER CORP,10039,GROCERY SUPERMARKET,40.82883002,-73.93731701
1575,"U MART, INC",10039,GROCERY SUPERMARKET,40.82192999,-73.94018496
1576,2829 PALACE FOOD INC,10039,GROCERY SUPERMARKET,40.82657001,-73.93942397
1577,SHAAB DELI  INC,10039,DELICATESSEN,40.82895987,-73.93750803
1578,UPTOWN CONVENIENCE CORP,10039,CONVENIENCE STORE,40.82866904,-73.93773772
1579,MOE'S DELI-GROCERY INC,10039,GROCERY SUPERMARKET,40.82919002,-73.93774499
1580,BRADHURST DELI CORP,10039,GROCERY SUPERMARKET,40.82908998,-73.93876196
1581,MOES 1 GOURMET DELI CORP,10039,GROCERY SUPERMARKET,40.82327998,-73.94136798
1582,RANGEL FOOD CENTER CORP.,10039,CONVENIENCE STORE,40.83212843,-73.93541721
1583,242 BRADHURST DELI CORP.,10039,GROCERY SUPERMARKET,40.82908998,-73.93876196
1584,L.A. 2570 GROCERY CORP,10039,GROCERY SUPERMARKET,40.82406,-73.93763099
1585,A & F TOBACCO & GROCERY INC,10039,GROCERY SUPERMARKET,40.82375,-73.94453399
1586,UNITED GROCERY CONVENIENCE CORP,10039,GROCERY SUPERMARKET,40.82189313,-73.93905946
1587,2806 A & J DELI & GROCERY INC,10039,GROCERY SUPERMARKET,40.82548063,-73.93990661
1588,MACOMBS 1 DELI GROCERY INC.,10039,GROCERY SUPERMARKET,40.82696002,-73.93751298
1589,2676 7TH AVE GROCERY INC,10039,GROCERY SUPERMARKET,40.82561384,-73.93633695
1590,DYCKMAN DELI & KWIK STOP INC,10040,GROCERY SUPERMARKET,40.86483,-73.92659798
1591,74 NAGLE DELI GROCERY INC,10040,GROCERY SUPERMARKET,40.86041999,-73.92839104
1592,GUASIMITO FOOD CORP,10040,GROCERY SUPERMARKET,40.85624002,-73.92844099
1593,144 DELI GROCERY STORE CORP,10040,GROCERY SUPERMARKET,40.86133001,-73.92593497
1594,101 MORONTA FOOD CORP.,10040,GROCERY SUPERMARKET,40.86182999,-73.924675
1595,E & G GROCERY CORP,10040,GROCERY SUPERMARKET,40.86302999,-73.92665196
1596,188TH FOOD CORP.,10040,CONVENIENCE STORE,40.85544565,-73.930784
1597,TRISHA CONVENIENCE INC.,10040,CONVENIENCE STORE,40.86343175,-73.92599296
1598,ST NICK CANDY GROCERY INC,10040,GROCERY SUPERMARKET,40.85401001,-73.93007102
1599,SAMMY DELI CORP,10040,GROCERY SUPERMARKET,40.86100001,-73.92679697
1600,LATINO GROCERY & CANDY INC,10040,GROCERY SUPERMARKET,40.86112,-73.925581
1601,SHERMAN GOURMET DELI INC,10040,GROCERY SUPERMARKET,40.86332,-73.92714498
1602,1613 FOOD CORP,10040,GROCERY SUPERMARKET,40.85537002,-73.92952704
1603,DYCKMAN CANDY & TOBACCO INC,10040,CONVENIENCE STORE,40.86225998,-73.92495202
1604,1544 ST NICHOLAS CANDY STORE CORP,10040,GROCERY SUPERMARKET,40.85316,-73.93069204
1605,SANTIAGO 2 ORGANIC FOOD CORP,10040,CONVENIENCE STORE,40.85432999,-73.933433
1606,SAMS 2 DELI CORP,10040,GROCERY SUPERMARKET,40.85597743,-73.92878273
1607,AGUA AZUL DELI GROCEY CORP,10040,GROCERY SUPERMARKET,40.86264999,-73.92803296
1608,"ALKUTEENI, YOSEF A.",10040,DELICATESSEN,40.85785001,-73.93181898
1609,MUSHEER DELI AND GROCERY CORP,10040,GROCERY SUPERMARKET,40.85703001,-73.92846396
1610,DYCKMAN CONVENIENCE INC,10040,BAR/LOUNGE,40.86171,-73.92504498
1611,ST. NICK'S 1633 FOOD CENTER CORP.,10040,GROCERY SUPERMARKET,40.856,-73.92907399
1612,"EL RINCON DEL TABACO, INC",10040,GROCERY SUPERMARKET,40.85693001,-73.93273898
1613,LIA DELI GROCERY CORP,10040,GROCERY SUPERMARKET,40.86182002,-73.92983398
1614,1650 LOS VECINOS DELI INC,10040,DELICATESSEN,40.85647999,-73.92826103
1615,LAI LAI MINI MART & DISCOUNT INC,10040,GROCERY SUPERMARKET,40.85846,-73.93150097
1616,1630A NEW YORK DELI GROCERY INC.,10040,DELICATESSEN,40.85586186,-73.92886848
1617,200 CANDY CORP,10040,CONVENIENCE STORE,40.86494001,-73.92711397
1618,100 PRESTIGE DELI CORP.,10040,GROCERY SUPERMARKET,40.86458001,-73.927925
1619,FOOD GOURMET DELI-GROCERY INC.,10040,DELICATESSEN,40.85409002,-73.92984404
1620,579 BREAD & BUTTER MARKET CORP.,10044,GROCERY SUPERMARKET,40.76261998,-73.94950698
1621,QUEENIE'S NEWS & STATIONERY INC,10065,CONVENIENCE STORE,40.76558001,-73.95740198
1622,B & B GOURMET MARKET INC.,10065,GROCERY SUPERMARKET,40.76377002,-73.96722498
1623,ELIM DELI CAFE INC,10065,DELICATESSEN,40.76558001,-73.96553804
1624,"HOSSEN, MOHAMMAD SHAKHAWAT",10065,STAND,40.76429003,-73.9556199
1625,SPACE NY 62 CORP.,10065,TOBACCO RETAIL,40.76151001,-73.96036196
1626,"PATEL, AMITA SHYAM",10065,STAND,40.76249006,-73.96296991
1627,INFINITY NEWS INC,10065,STAND,40.76521442,-73.96592933
1628,ASHANI ENTERPRISE INC.,10065,GROCERY SUPERMARKET,40.76238001,-73.95973198
1629,TRAMWAY CONVENIENCE INC,10065,GROCERY SUPERMARKET,40.76146001,-73.963949
1630,"SHRADDHA 64, INC",10065,GROCERY SUPERMARKET,40.76512999,-73.96623701
1631,CLUB MACANUDO INC,10065,TOBACCO RETAIL,40.76591001,-73.96940897
1632,2ND AVE FRESH FOOD CORP,10065,GROCERY SUPERMARKET,40.7667,-73.959678
1633,62ND & FIRST L.L.C.,10065,TOBACCO RETAIL,40.76138998,-73.96089899
1634,A&D MINI MART LLC,10065,GROCERY SUPERMARKET,40.76069998,-73.96139101
1635,"PRIZE PARAGON, INC",10065,GROCERY SUPERMARKET,40.76425999,-73.96190004
1636,JAKIA CHOWDHURY,10065,TOBACCO RETAIL,40.76489005,-73.96120988
1637,KIRTIBAHEN DHAMECHA,10065,STAND,40.76194734,-73.96560764
1638,TOBACCO 'N VAPE INC,10065,BAR/LOUNGE,40.76233998,-73.96329697
1639,1ST AVE. GOURMET ON 68ST INC,10065,GROCERY SUPERMARKET,40.76548001,-73.95747197
1640,LEXINGTON FRESH FARM INC,10065,GROCERY SUPERMARKET,40.76405999,-73.96701602
1641,"AHMED, MOSTAQUE",10075,STAND,40.77402004,-73.95454995
1642,"NOORUDDIN, ABDUL",10075,STAND,40.77334006,-73.95505991
1643,SADAT CONVENIENT INC.,10075,GROCERY SUPERMARKET,40.77136,-73.95317901
1644,79 GOURMET DELI INC,10075,GROCERY SUPERMARKET,40.7711,-73.95042002
1645,SANJAY SHRESTHA,10075,CONVENIENCE STORE,40.77431001,-73.95548403
1646,MD A HOSSAIN,10075,STAND,40.77234006,-73.95267995
1647,MARK OPCO LP,10075,BAR/LOUNGE,40.77523999,-73.96338699
1648,JUBILEE VAPE INC,10075,GROCERY SUPERMARKET,40.77124002,-73.95076904
1649,EAST SIDE DELI AND CONVENIENCE INC,10075,GROCERY SUPERMARKET,40.77449999,-73.95735403
1650,MOHAMMED MOID,10075,STAND,40.77256382,-73.95730575
1651,FRESH TRADER INC,10075,GROCERY SUPERMARKET,40.77147999,-73.956183
1652,MA NEWS AND CONVENIENCE CORPORATION,10075,GROCERY SUPERMARKET,40.77543,-73.95872104
1653,MOHAMED MOID,10075,STAND,40.77139005,-73.95043988
1654,EASTSIDE MARKET CORP,10075,GROCERY SUPERMARKET,40.77047001,-73.951352
1655,GRAND HAVANA ROOM-NEW YORK INC,10103,CONVENIENCE STORE,40.76054001,-73.97642001
1656,MARTIN'S NEWS AND SUNDRY SHOP INC.,10112,CONVENIENCE STORE,40.75882,-73.97881296
1657,HANDY CANDY INC,10118,GROCERY SUPERMARKET,40.74815998,-73.985003
1658,"SHAH, SIDDARTH",10123,STAND,40.75219005,-73.99345992
1659,34TH ST. CAMERA & COMPUTERS INC,10123,GROCERY SUPERMARKET,40.75161999,-73.99038996
1660,LEXINGTON DELI INC,10128,GROCERY SUPERMARKET,40.78127998,-73.95445297
1661,BLUE MOON DELI & GROCERY INC.,10128,CONVENIENCE STORE,40.78048002,-73.94697103
